"","Fecha","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas","Casos.diarios","Confirmados.diarios","Hospitalizados.diarios","Decesos.diarios","Casos.media.7d","Decesos.media.7d","Hospitalizados.media.7d","Resultados.diarios","Resultados.media.7d","Ambulatorios.Activos.7d","Sospechosos.7d","Sospechosos.diarios","Sospechosos.diarios.7d","Hospitalizados.Activos.7d","Incidencia","Letalidad","Mortalidad","Positividad.diaria","Positividad","Analizados.diarios","Analizados.media.7d"
"593",2021-12-15,266182,235824,98913,136911,6549,120994,65101,55893,8960,3825,5135,103387,17607,36978,20150,718,110696,1361,108,1230,23,34683,5714,75092,0,9767,448,1,0,1354,185,46,7,36,4,9,2,6,0,4452,12,27289,116,68313,2883,20940,5949,235,224,28,27,192.4,19.6,27.4,628,519.9,1325.7,6471,69,0.4,122.4,3935.09,7.4,29140.63,35.67,41.94,712,534
"594",2021-12-16,266812,236431,99169,137262,6563,121258,65246,56012,8966,3828,5138,103628,17630,37031,20174,719,110903,1407,117,1272,18,34781,5715,75222,0,9796,448,1,0,1361,186,46,7,36,4,9,2,6,0,4471,12,27345,116,68457,2887,20985,5951,264,256,23,6,194,16.6,26.1,607,517.6,1300.4,6475,14,4,120.4,3943.68,7.4,29160.14,42.17,41.94,630,529.4
"595",2021-12-17,267294,236907,99356,137551,6563,121451,65340,56111,8974,3830,5144,103791,17660,37092,20204,721,111115,1377,122,1240,15,34860,5719,75313,0,9813,448,1,0,1367,188,46,7,36,4,9,2,6,0,4481,12,27393,116,68557,2890,21020,5956,193,187,30,8,183.3,15.1,25,476,476,1268.9,6487.7,0,12.7,118.9,3949.95,7.4,29186.16,39.29,41.94,482,497
"596",2021-12-18,267769,237384,99541,137843,6558,121637,65450,56187,8987,3836,5151,103950,17687,37154,20235,723,111303,1361,124,1223,14,34933,5729,75402,0,9834,450,1,0,1370,188,46,7,36,4,9,2,6,0,4490,12,27434,116,68657,2894,21056,5965,186,185,27,13,178.6,14.1,23.9,477,458.6,1235.1,6501.4,-5,13.7,117.9,3956,7.4,29228.44,38.78,41.93,475,480
"597",2021-12-19,267953,237546,99614,137932,6571,121719,65498,56221,8990,3838,5152,104015,17704,37188,20252,724,111523,1219,114,1092,13,34957,5732,75448,0,9840,450,1,0,1376,188,46,7,36,4,9,2,6,0,4502,12,27447,116,68695,2894,21075,5968,82,73,17,3,181.1,13.6,23.6,162,449,1205.4,6524.9,13,23.4,116.7,3958.67,7.4,29238.2,45.06,41.93,184,480.6
"598",2021-12-20,268060,237794,99674,138120,6424,121782,65530,56252,8999,3842,5157,104057,17725,37223,20274,724,111708,1085,114,961,10,34985,5741,75477,0,9844,450,1,0,1378,188,46,7,36,4,9,2,6,0,4506,12,27454,117,68731,2894,21091,5976,63,60,21,9,180.1,13.9,24,248,457.3,1170.9,6529.7,-147,4.9,115.9,3960.72,7.4,29267.47,24.19,41.92,107,469.7
"599",2021-12-21,268541,238172,99842,138330,6522,121954,65624,56330,9015,3849,5166,104207,17747,37286,20297,726,111853,1099,106,980,13,35065,5751,75546,0,9867,450,1,0,1378,188,46,7,36,4,9,2,6,0,4510,12,27493,117,68830,2898,21121,5988,172,168,22,16,170.7,11.7,24,378,425.1,1142.6,6535.7,98,6,115,3966.31,7.4,29319.5,44.44,41.92,481,438.7
"600",2021-12-22,269017,238580,100016,138564,6583,122132,65725,56407,9033,3858,5175,104361,17771,37342,20322,726,112001,1116,103,995,18,35145,5764,75622,0,9881,450,1,0,1386,191,46,7,36,4,9,2,6,0,4518,12,27531,117,68933,2902,21150,6002,178,174,24,18,162.6,10.4,23.4,408,393.7,1109,6540.6,61,4.9,114.3,3972.1,7.4,29378.05,42.65,41.92,476,405
"601",2021-12-23,269466,239006,100114,138892,6595,122225,65776,56449,9040,3862,5178,104436,17789,37389,20340,726,112128,1073,102,955,16,35203,5771,75662,0,9875,450,1,0,1386,191,47,7,36,4,9,2,6,0,4522,12,27550,117,68984,2903,21169,6008,93,98,18,7,138.1,10.6,22.7,426,367.9,1063.7,6545.1,12,4.6,112.1,3975.13,7.4,29400.81,23,41.89,449,379.1
"602",2021-12-24,269796,239310,100201,139109,6635,122294,65815,56479,9055,3868,5187,104481,17813,37440,20368,726,112278,976,90,871,15,35252,5786,75696,0,9861,450,1,0,1386,191,47,7,36,4,9,2,6,0,4531,12,27574,117,69012,2906,21177,6020,69,87,24,15,120.4,11.6,21.9,304,343.3,1011,6555.4,40,10.3,107.6,3977.37,7.4,29449.6,28.62,41.87,330,357.4
"603",2021-12-25,270061,239539,100306,139233,6666,122402,65875,56527,9059,3869,5190,104567,17835,37481,20392,726,112432,924,83,828,13,35298,5789,75745,0,9871,450,1,0,1388,191,48,7,36,4,9,2,6,0,4535,12,27600,117,69065,2907,21202,6023,108,105,22,4,109.3,10.3,21.1,229,307.9,954.6,6570.9,31,15.4,101.7,3980.88,7.4,29462.61,45.85,41.87,265,327.4
"604",2021-12-26,270121,239761,100375,139386,6515,122477,65911,56566,9066,3875,5191,104614,17863,37527,20421,727,112558,865,92,761,12,35349,5796,75766,0,9874,450,1,0,1388,191,48,7,36,4,9,2,6,0,4537,12,27607,117,69104,2907,21229,6030,75,69,28,7,108.3,10.9,22.7,222,316.4,907.3,6562.9,-151,-8,98.6,3983.32,7.4,29485.37,31.08,41.86,60,309.7
"605",2021-12-27,270225,239895,100424,139471,6482,122529,65940,56589,9075,3878,5197,104648,17881,37569,20440,727,112709,754,92,653,9,35373,5805,75789,0,9879,450,1,0,1388,191,48,7,36,4,9,2,6,0,4540,12,27614,117,69133,2909,21242,6037,52,49,18,9,106.7,10.9,22.3,134,300.1,863.3,6571.1,-33,8.3,95.4,3985.01,7.4,29514.64,36.57,41.86,104,309.3
"606",2021-12-28,270732,240306,100571,139735,6563,122691,66031,56660,9091,3881,5210,104798,17893,37617,20454,727,112839,773,86,675,12,35420,5814,75877,0,9905,450,1,0,1389,191,48,7,36,4,9,2,6,0,4549,12,27658,117,69218,2914,21266,6048,162,147,12,16,105.3,10.9,20.9,411,304.9,819.7,6577,81,5.9,92.6,3990.28,7.4,29566.68,35.77,41.85,507,313
"607",2021-12-29,271363,240846,100768,140078,6643,122898,66138,56760,9110,3889,5221,104972,17926,37694,20492,731,112958,838,90,740,8,35513,5828,75980,0,9915,450,1,0,1389,196,49,7,36,4,9,2,6,0,4559,12,27703,117,69334,2921,21302,6060,207,197,33,19,109.4,11,22.1,540,323.7,783.3,6585.6,80,8.6,90.7,3997.01,7.4,29628.47,36.48,41.84,631,335.1
"608",2021-12-30,272015,241494,101026,140468,6623,123169,66293,56876,9137,3898,5239,105224,17945,37739,20523,740,113041,1003,89,902,12,35606,5836,76122,0,9941,450,1,0,1399,196,49,7,36,4,9,2,6,0,4578,13,27779,119,69486,2929,21326,6076,271,258,19,27,134.9,13.9,22.3,648,355.4,775.7,6589.6,-20,4,88.9,4005.83,7.4,29716.29,39.81,41.83,652,364.1
"609",2021-12-31,272678,242138,101287,140851,6631,123441,66450,56991,9161,3911,5250,105465,17976,37800,20554,740,113156,1142,88,1036,18,35709,5858,76256,0,9966,450,1,0,1409,196,49,7,36,4,9,2,6,0,4589,13,27842,119,69648,2935,21362,6094,272,261,31,24,163.9,15.1,23.3,644,404,799.3,6589,8,-0.6,88.6,4014.67,7.4,29794.34,40.53,41.83,663,411.7
"610",2022-01-01,273205,242677,101476,141201,6605,123642,66580,57062,9169,3913,5256,105655,17987,37830,20565,740,113267,1223,87,1119,17,35785,5866,76355,0,9989,450,1,0,1412,196,49,7,36,4,9,2,6,0,4598,13,27897,119,69757,2935,21390,6102,201,189,11,8,177.1,15.7,21.7,539,448.3,840.9,6580.3,-26,-8.7,89.1,4021.21,7.4,29820.36,35.06,41.82,527,449.1
"611",2022-01-02,273281,242807,101541,141266,6545,123710,66612,57098,9170,3913,5257,105714,17996,37853,20575,740,113366,1186,84,1090,12,35793,5867,76391,0,10009,450,1,0,1416,196,49,7,36,4,9,2,6,0,4600,13,27904,119,69802,2935,21404,6103,68,65,9,1,176.1,14.9,19,130,435.1,887.9,6584.6,-60,4.3,88,4023.42,7.4,29823.61,50,41.82,76,451.4
"612",2022-01-03,273559,243069,101665,141404,6556,123839,66688,57151,9172,3914,5258,105833,18006,37878,20585,740,113516,1164,68,1083,13,35835,5869,76459,0,10027,450,1,0,1416,196,49,7,37,4,9,2,6,0,4610,13,27936,119,69865,2935,21428,6105,129,124,10,2,187.1,13.9,17.9,262,453.4,949.3,6595.1,11,10.6,84.6,4027.62,7.4,29830.12,47.33,41.83,278,476.3
"613",2022-01-04,274357,243766,101998,141768,6642,124188,66892,57296,9183,3917,5266,106159,18029,37946,20611,740,113604,1414,74,1327,13,36010,5875,76593,0,10066,450,1,0,1417,200,49,7,37,4,9,2,6,0,4620,13,28033,119,70067,2939,21468,6112,349,333,23,11,213.9,13.1,19.4,697,494.3,1042.4,6606.4,86,11.3,82.9,4038.97,7.4,29865.89,47.78,41.84,798,517.9
"614",2022-01-05,275509,244815,102611,142204,6719,124827,67291,57536,9194,3921,5273,106775,18052,38014,20639,742,113719,1926,82,1832,12,36322,5885,76856,0,10118,450,1,0,1429,200,49,7,37,4,9,2,6,0,4643,13,28210,119,70447,2940,21527,6122,639,613,23,11,275.6,12,18,1049,567,1198.4,6617.3,77,10.9,81.7,4059.75,7.4,29901.67,58.44,41.91,1152,592.3
"615",2022-01-06,276777,246004,103284,142720,6775,125523,67715,57808,9202,3925,5277,107453,18070,38066,20659,742,113830,2504,88,2403,13,36641,5890,77144,0,10187,450,1,0,1448,201,50,7,37,4,9,2,6,0,4664,13,28409,119,70867,2943,21583,6127,696,673,18,8,336.3,9.3,17.9,1189,644.3,1412.9,6639,56,21.7,81.6,4082.39,7.3,29927.69,56.6,41.98,1268,680.3
"616",2022-01-07,278175,247286,103933,143353,6872,126191,68118,58073,9204,3927,5277,108081,18110,38128,20701,742,113990,3007,102,2895,10,36995,5892,77395,0,10236,451,1,0,1461,201,51,7,37,4,9,2,6,0,4689,13,28618,119,71257,2944,21627,6128,668,649,40,2,392.9,6.1,19.1,1282,735.4,1678.4,6673.4,97,34.4,83.6,4104.11,7.3,29934.19,50.62,42.03,1398,785.3
"617",2022-01-08,279538,248623,104666,143957,6868,126953,68565,58388,9218,3930,5288,108828,18125,38167,20729,747,114181,3569,96,3458,15,37332,5900,77744,0,10291,451,1,0,1481,201,52,7,37,4,9,2,6,0,4707,13,28858,119,71710,2950,21678,6136,762,733,15,14,473,7,19.7,1337,849.4,2012.6,6711,-4,37.6,84.9,4128.9,7.3,29979.72,54.82,42.1,1363,904.7
"618",2022-01-09,280300,249335,104966,144369,6912,127259,68736,58523,9220,3932,5288,109117,18142,38212,20748,748,114406,3644,105,3528,11,37446,5902,77871,0,10353,451,1,0,1483,201,53,7,37,4,9,2,6,0,4720,13,28936,119,71894,2951,21709,6137,306,300,17,2,507,7.1,20.9,712,932.6,2360.9,6763.4,44,52.4,87.9,4138.85,7.2,29986.23,42.13,42.1,762,1002.7
"619",2022-01-10,280862,249939,105298,144641,6858,127603,68941,58662,9225,3935,5290,109441,18162,38258,20769,749,114671,3717,106,3601,10,37551,5907,78071,0,10363,451,1,0,1511,201,53,7,38,4,9,2,6,0,4736,13,29031,119,72098,2951,21738,6142,344,332,20,5,537.7,7.6,22.3,604,981.4,2720.6,6806.6,-54,43.1,93.3,4150.04,7.2,30002.49,54.97,42.13,562,1043.3
"620",2022-01-11,282579,251710,106269,145441,6782,128596,69531,59065,9234,3938,5296,110400,18196,38337,20803,749,114932,4437,119,4311,7,38003,5911,78549,0,10424,451,1,0,1513,201,53,7,38,4,9,2,6,0,4759,13,29289,119,72724,2954,21824,6148,993,971,34,9,629.7,7.3,23.9,1771,1134.9,3146.9,6826.6,-76,20,99.7,4182.33,7.2,30031.76,54.83,42.22,1717,1174.6
"621",2022-01-12,284653,253639,107431,146208,6899,129783,70241,59542,9244,3940,5304,111557,18226,38396,20838,752,115156,5393,130,5253,10,38609,5916,79060,0,10475,451,1,0,1532,203,53,7,38,4,9,2,6,0,4773,13,29634,119,73461,2959,21915,6153,1187,1162,30,10,708,7.1,24.9,1929,1260.6,3635.6,6852.3,117,25.7,106.6,4220.94,7.1,30064.28,60.24,42.36,2074,1306.3
"622",2022-01-13,286562,255538,108544,146994,6885,130916,70898,60018,9253,3946,5307,112642,18274,38497,20887,753,115457,6217,166,6040,11,39272,5918,79436,0,10537,452,1,0,1561,203,53,7,38,4,12,2,6,0,4797,14,29936,119,74189,2959,21994,6161,1133,1113,48,9,770.4,7.3,29.1,1899,1362,4155.1,6868,-14,15.7,117.7,4257.78,7.1,30093.55,58.61,42.48,1909,1397.9
"623",2022-01-14,288518,257551,109829,147722,6786,132229,71695,60534,9266,3948,5318,113929,18300,38554,20915,753,115917,7058,165,6881,12,39989,5926,79940,0,10602,455,1,0,1588,203,53,7,38,4,12,2,6,0,4827,14,30292,119,75018,2961,22092,6172,1313,1285,26,13,862.6,8.9,27.1,2013,1466.4,4724.6,6855.7,-99,-12.3,126.7,4300.49,7,30135.83,63.84,42.64,1956,1477.6
"624",2022-01-15,290301,259304,111015,148289,6801,133430,72425,61005,9290,3962,5328,115096,18334,38636,20954,757,116598,7557,179,7363,15,40684,5935,80352,0,10670,463,1,0,1614,207,53,7,38,4,12,2,6,0,4862,14,30639,119,75754,2969,22175,6188,1201,1186,34,24,925.3,10.3,29.9,1753,1525.9,5282.4,6846.1,15,-9.6,138.6,4339.55,7,30213.89,67.66,42.81,1783,1537.6
"625",2022-01-16,290989,260017,111459,148558,6768,133879,72693,61186,9294,3963,5331,115526,18353,38683,20974,757,117266,7335,182,7137,16,40888,5938,80569,0,10683,463,1,0,1629,207,53,7,38,4,12,2,6,0,4876,14,30772,119,76021,2970,22210,6191,449,444,19,4,945.7,10.6,30.1,713,1526,5798,6825.6,-33,-20.6,149.6,4354.15,6.9,30226.9,62.27,42.87,688,1527
"626",2022-01-17,291556,260672,111794,148878,6669,134224,72912,61312,9301,3967,5334,115843,18381,38738,21003,757,118212,6727,177,6534,16,41032,5944,80765,0,10688,463,1,0,1629,207,53,7,38,4,12,2,6,0,4885,14,30862,119,76228,2971,22249,6197,345,335,28,7,945.9,10.9,31.3,655,1533.3,6217,6798.6,-99,-27,159.7,4365.37,6.9,30249.66,51.15,42.89,567,1527.7
"627",2022-01-18,293208,262130,112883,149247,6799,135377,73604,61773,9307,3968,5339,116966,18411,38807,21033,757,119055,7031,192,6823,16,41628,5946,81260,0,10748,463,1,0,1631,208,53,7,38,4,12,2,6,0,4924,15,31186,119,76924,2972,22343,6201,1153,1089,30,6,968.7,10.4,30.7,1458,1488.6,6575.9,6801,130,2.4,170.1,4402.87,6.9,30269.18,74.69,43.06,1652,1518.4
"628",2022-01-19,294668,263536,113950,149586,6829,136469,74285,62184,9325,3975,5350,118012,18457,38903,21081,759,119909,7257,191,7044,22,42193,5957,81662,0,10847,463,1,0,1654,210,56,7,38,4,12,2,6,0,4967,15,31466,119,77604,2981,22432,6210,1092,1067,46,18,955.1,11.6,33,1406,1413.9,6831.7,6791,30,-10,178.9,4438.38,6.8,30327.72,75.89,43.24,1460,1430.7
"629",2022-01-20,296364,265167,115202,149965,6835,137780,75095,62685,9336,3981,5355,119279,18501,38990,21130,760,120792,7675,209,7443,23,42872,5963,82163,0,10959,463,1,0,1673,210,56,7,38,4,12,2,6,0,5008,15,31798,119,78437,2985,22537,6217,1311,1252,44,11,980.6,11.9,32.4,1631,1375.6,7032.1,6783.9,6,-7.1,185,4481.02,6.8,30363.49,76.76,43.45,1696,1400.3
"630",2022-01-21,297971,266654,116349,150305,6849,139038,75861,63177,9358,3990,5368,120476,18562,39102,21194,760,121743,7959,235,7702,22,43496,5979,82643,0,11080,463,1,0,1706,210,56,7,38,4,12,2,6,0,5047,15,32132,119,79212,2991,22647,6233,1258,1147,61,22,972.7,13.1,37.4,1487,1300.4,7149.4,6792.9,14,9,195,4521.94,6.7,30435.04,77.14,43.63,1607,1350.4
"631",2022-01-22,299433,268038,117431,150607,6838,140209,76562,63647,9380,4000,5380,121601,18608,39194,21246,760,122994,7866,236,7599,31,44107,5991,83108,0,11150,463,1,0,1729,215,58,7,38,4,12,2,6,0,5078,15,32438,119,79942,2994,22751,6252,1171,1082,46,22,968.4,12.9,39.1,1384,1247.7,7183.1,6798.1,-11,5.3,203.1,4560.02,6.7,30506.59,78.18,43.81,1462,1304.6
"632",2022-01-23,300092,268741,117895,150846,6767,140700,76848,63852,9387,4003,5384,122062,18638,39251,21277,760,124162,7183,234,6917,32,44403,5998,83253,0,11195,463,1,0,1734,215,58,7,38,4,12,2,6,0,5096,15,32558,119,80241,2996,22805,6257,491,464,30,7,974.4,13.3,40.7,703,1246.3,7151.7,6798,-71,-0.1,210.6,4575.99,6.7,30529.36,66,43.87,659,1300.4
"633",2022-01-24,300447,269166,118176,150990,6681,140997,77032,63965,9394,4007,5387,122324,18673,39309,21313,760,125433,6198,217,5953,28,44566,6005,83374,0,11208,463,1,0,1734,215,58,7,38,4,12,2,6,0,5112,15,32627,119,80411,2998,22847,6262,297,281,35,7,967.6,13.3,41.7,425,1213.4,7068.7,6799.7,-86,1.7,216.3,4585.65,6.7,30552.13,66.12,43.9,355,1270.1
"634",2022-01-25,301856,270368,119127,151241,6828,142006,77622,64384,9408,4014,5394,123293,18713,39387,21356,759,126365,6261,233,6000,28,45122,6017,83771,0,11256,463,1,0,1741,215,58,7,38,4,12,2,7,0,5140,15,32868,119,81055,3000,22943,6274,1009,951,40,14,947,14.4,43.1,1202,1176.9,6951.1,6803.9,147,4.1,222.1,4618.46,6.6,30597.66,79.12,44.06,1409,1235.4
"635",2022-01-26,303608,272000,120388,151612,6867,143348,78411,64937,9416,4016,5400,124589,18759,39485,21403,761,127320,6637,248,6364,25,45794,6024,84265,0,11399,463,1,0,1774,215,58,7,38,4,12,2,7,0,5182,15,33188,119,81908,3003,23070,6279,1342,1261,46,8,982.7,13,43.1,1632,1209.1,6854,6809.3,39,5.4,230.3,4662.11,6.6,30623.68,77.27,44.26,1752,1277.1
"636",2022-01-27,304893,273193,121260,151933,6885,144294,78968,65326,9438,4021,5417,125473,18821,39604,21468,763,128164,6722,276,6416,30,46184,6037,84679,0,11527,463,1,0,1788,218,58,7,38,4,12,2,7,0,5218,16,33404,119,82497,3010,23175,6293,946,872,62,22,930.6,14.6,45.7,1193,1146.6,6707.3,6816.4,18,7.1,239.9,4692.88,6.5,30695.23,73.09,44.39,1285,1218.4
"637",2022-01-28,306155,274386,122151,152235,6876,145262,79547,65715,9458,4032,5426,126393,18869,39689,21522,763,129105,6731,269,6430,32,46711,6057,85025,0,11609,463,1,0,1801,218,58,7,38,4,12,2,7,0,5246,16,33630,119,83101,3012,23285,6311,968,891,48,20,889.1,14.3,43.9,1193,1104.6,6525.6,6820.3,-9,3.9,244.7,4724.36,6.5,30760.27,74.69,44.52,1262,1169.1
"638",2022-01-29,307413,275641,123103,152538,6825,146266,80144,66122,9490,4049,5441,127337,18929,39804,21584,766,130157,6661,279,6340,42,47243,6084,85385,0,11691,463,1,0,1830,218,58,7,39,4,12,2,7,0,5289,16,33878,119,83688,3019,23411,6336,1004,952,60,32,865.3,15.7,45.9,1255,1086.1,6345.7,6818.4,-51,-1.9,250.9,4757.01,6.5,30864.35,75.86,44.66,1258,1140
"639",2022-01-30,307668,275989,123314,152675,6704,146505,80286,66219,9495,4050,5445,127552,18953,39853,21608,766,131109,5944,272,5629,43,47291,6089,85523,0,11739,463,1,0,1835,218,58,7,39,4,12,2,7,0,5308,16,33925,119,83812,3019,23460,6341,239,211,24,5,829.3,15.4,45,348,1035.4,6161.7,6809.4,-121,-9,256.3,4764.79,6.5,30880.61,60.63,44.68,255,1082.3
"640",2022-01-31,307887,276237,123430,152807,6662,146634,80356,66278,9504,4053,5451,127645,18989,39913,21644,767,132164,5007,257,4709,41,47349,6098,85583,0,11747,463,1,0,1838,218,58,7,39,4,12,2,7,0,5313,16,33946,119,83879,3022,23496,6347,129,116,36,9,805.3,15.7,45.1,248,1010.1,5984,6806.7,-42,-2.7,262,4768.98,6.5,30909.88,46.77,44.68,219,1062.9
"641",2022-02-01,309213,277408,124398,153010,6763,147655,80951,66704,9536,4065,5471,128626,19029,40010,21689,766,133218,4944,241,4660,43,47931,6120,85944,0,11816,463,1,0,1847,218,58,7,39,4,12,2,7,0,5359,16,34194,119,84500,3031,23602,6370,1021,968,40,32,807,18.3,45.1,1171,1005.7,5792.6,6797.4,101,-9.3,263.1,4802.19,6.5,31013.95,82.66,44.84,1326,1051
"642",2022-02-02,310504,278613,125333,153280,6805,148634,81544,67090,9558,4079,5479,129555,19079,40103,21740,767,134090,5024,248,4738,38,48507,6132,86248,0,11895,463,1,0,1867,223,58,7,39,4,12,2,7,0,5402,16,34411,119,85112,3035,23709,6388,979,935,50,22,755.1,20.3,45.7,1205,944.7,5560.3,6788.6,42,-8.9,263.1,4834.03,6.4,31085.5,77.59,44.98,1291,985.1
"643",2022-02-03,311871,279934,126349,153585,6784,149694,82208,67486,9575,4088,5487,130557,19137,40206,21799,768,135262,4893,262,4595,36,49194,6148,86488,0,12018,463,1,0,1877,223,58,7,39,4,12,2,7,0,5450,16,34658,119,85761,3035,23825,6405,1060,1016,58,17,771.4,19.6,45.1,1321,963,5300.1,6774.1,-21,-14.4,261.1,4868.5,6.4,31140.79,76.91,45.14,1367,996.9
"644",2022-02-04,313208,281233,127297,153936,6781,150682,82796,67886,9616,4106,5510,131491,19191,40316,21860,770,136104,5006,268,4694,44,49779,6171,86743,0,12142,463,1,0,1899,223,58,7,40,4,12,2,8,0,5491,16,34882,120,86375,3047,23934,6433,988,948,54,41,774.3,22.6,46,1299,978.1,5052.1,6760.6,-3,-13.6,261,4900.63,6.4,31274.14,72.98,45.26,1337,1007.6
"645",2022-02-05,314306,282298,128167,154131,6775,151576,83327,68249,9636,4114,5522,132348,19228,40388,21898,772,137151,4832,261,4528,43,50352,6185,86965,0,12223,463,1,0,1916,223,59,7,40,4,12,2,8,0,5531,16,35105,121,86916,3050,24024,6449,894,870,37,20,758.6,20.9,42.7,1065,951,4793.3,6753.4,-6,-7.1,258.4,4929.71,6.4,31339.18,81.69,45.4,1098,984.7
"646",2022-02-06,314540,282611,128377,154234,6691,151792,83441,68351,9644,4117,5527,132540,19252,40431,21923,772,137754,4434,248,4146,40,50486,6193,87024,0,12243,463,1,0,1919,223,59,7,40,4,12,2,8,0,5556,16,35159,121,87019,3052,24058,6455,216,210,24,8,755.3,21.3,42.7,313,946,4581.4,6751.6,-84,-1.9,255,4936.73,6.4,31365.2,67.09,45.43,234,981.7
"647",2022-02-07,314897,282997,128693,154304,6649,152123,83621,68502,9657,4122,5535,132844,19279,40484,21959,772,138581,3921,227,3658,36,50748,6206,87074,0,12262,463,1,0,1919,223,59,7,40,4,12,2,8,0,5571,16,35234,121,87213,3053,24105,6467,331,316,27,13,784.1,21.9,41.4,386,965.7,4431.3,6749.7,-42,-1.9,250.7,4947.5,6.3,31407.48,81.87,45.48,357,1001.4
"648",2022-02-08,315096,283159,128797,154362,6667,152246,83693,68553,9662,4124,5538,132957,19289,40509,21969,772,139162,3450,196,3226,28,50771,6211,87162,0,12274,463,1,0,1919,223,59,7,40,4,12,2,8,0,5583,16,35253,121,87284,3054,24126,6471,123,104,10,5,655.9,18,37.1,162,821.6,4226.4,6736,18,-13.7,244.3,4951.5,6.3,31423.74,64.2,45.49,199,840.4
"649",2022-02-09,316095,284029,129475,154554,6743,152974,84136,68838,9696,4136,5560,133650,19324,40595,22007,772,139889,3423,183,3206,34,51179,6239,87374,0,12369,463,1,0,1932,223,59,7,40,4,12,2,8,0,5613,16,35421,121,87737,3058,24203,6501,728,678,35,34,620,19.7,35,870,773.7,4007.6,6727.1,76,-8.9,235,4975.18,6.3,31534.32,77.93,45.59,999,798.7
"650",2022-02-10,317298,285157,130299,154858,6782,153833,84659,69174,9727,4151,5576,134464,19369,40688,22054,773,140715,3424,181,3210,33,51769,6258,87535,0,12441,463,1,0,1967,227,60,7,40,4,12,2,8,0,5644,17,35621,121,88274,3060,24294,6529,859,824,45,31,591.3,21.7,33.1,1128,746.1,3809.7,6726.9,39,-0.3,223.4,5003.11,6.3,31635.14,73.05,45.69,1203,775.3
"651",2022-02-11,318437,286244,131220,155024,6791,154796,85220,69576,9746,4158,5588,135389,19407,40757,22094,774,141682,3403,179,3189,35,52502,6272,87674,0,12505,463,1,0,1993,227,60,7,41,4,12,2,8,0,5687,17,35884,121,88836,3063,24389,6545,963,921,38,19,587.7,18.6,30.9,1087,715.9,3594.7,6728.3,9,1.4,210.7,5034.43,6.3,31696.94,84.73,45.84,1139,747
"652",2022-02-12,319342,287147,131886,155261,6764,155491,85624,69867,9770,4172,5598,136063,19428,40793,22117,774,142530,3234,162,3029,43,53020,6287,87788,0,12534,463,1,0,2027,228,60,7,41,4,12,2,8,0,5711,17,36044,121,89274,3070,24462,6562,695,666,21,24,559.3,19.1,28.6,903,692.7,3380.6,6726.7,-27,-1.6,196.6,5057.04,6.3,31774.99,73.75,45.93,905,719.4
"653",2022-02-13,319686,287529,132054,155475,6718,155663,85733,69930,9780,4175,5605,136202,19461,40846,22150,775,143058,2863,166,2659,38,53111,6295,87860,0,12541,463,1,0,2029,228,60,7,41,4,12,2,8,0,5720,17,36081,121,89367,3072,24495,6570,172,168,33,10,553,19.4,29.9,382,702.6,3168.1,6730.6,-46,3.9,184.9,5062.63,6.3,31807.52,43.98,45.93,344,735.1
"654",2022-02-14,320086,287963,132277,155686,6686,155883,85849,70034,9788,4178,5610,136406,19477,40871,22166,775,143795,2337,153,2147,37,53271,6303,87902,0,12559,463,1,0,2029,228,60,7,41,4,12,2,8,0,5733,17,36118,121,89505,3073,24527,6577,220,223,16,8,537.1,18.7,28.3,434,709.4,2952.3,6735.9,-32,5.3,174.3,5069.79,6.3,31833.53,51.38,45.94,400,741.3
"655",2022-02-15,320990,288798,132889,155909,6732,156518,86211,70307,9807,4184,5623,137013,19505,40937,22198,776,144522,2226,141,2048,37,53695,6316,88051,0,12609,463,1,0,2041,229,60,7,41,4,12,2,8,0,5773,17,36265,121,89877,3078,24603,6591,635,612,28,19,610.3,20.7,30.9,835,805.6,2784,6745.1,46,9.3,166.4,5090.44,6.3,31895.33,73.29,46.01,904,842
"656",2022-02-16,321764,289514,133474,156040,6765,157128,86567,70561,9832,4194,5638,137600,19528,40997,22223,776,145074,2258,135,2087,36,54146,6331,88136,0,12663,463,1,0,2060,231,60,7,41,4,13,2,8,0,5799,17,36413,122,90238,3083,24678,6610,610,585,23,25,593.4,19.4,29.1,716,783.6,2624.1,6748.3,33,3.1,159.6,5110.28,6.3,31976.64,81.7,46.1,774,809.9
"657",2022-02-17,322474,290190,133993,156197,6773,157673,86912,70761,9842,4199,5643,138127,19546,41036,22243,777,145575,2290,125,2131,34,54510,6338,88220,0,12740,463,1,0,2074,231,66,7,41,4,13,2,8,0,5829,17,36539,123,90581,3084,24724,6618,545,519,18,10,548.6,16.4,25.3,676,719,2470,6747,8,-1.3,151.6,5128,6.2,32009.16,76.78,46.17,710,739.4
