"fecha_reporte","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
2021-11-02,243939,215239,91318,123921,6073,112259,60293,51966,8495,3632,4863,95679,16580,34753,19019,685,103046,724,57,661,6,31267,5412,70927,0,8712,437,1,0,1256,170,45,7,36,4,9,2,6,0,3883,12,25379,115,63597,2747,19400,5621
2021-11-03,244216,215499,91415,124084,6088,112358,60340,52018,8499,3633,4866,95765,16593,34778,19032,685,103178,685,54,627,4,31354,5416,70939,0,8712,437,1,0,1256,170,45,7,36,4,9,2,6,0,3885,12,25409,115,63651,2748,19413,5624
2021-11-04,244700,215999,91595,124404,6055,112555,60440,52115,8510,3635,4875,95933,16622,34830,19061,685,103280,774,69,696,9,31433,5426,71033,0,8732,436,1,0,1260,170,45,7,36,4,9,2,6,0,3900,12,25446,114,63756,2755,19453,5629
2021-11-05,245353,216592,91798,124794,6065,112808,60581,52227,8523,3642,4881,96168,16640,34870,19080,685,103467,831,70,748,13,31527,5436,71139,0,8784,436,1,0,1261,171,45,7,36,4,9,2,6,0,3919,12,25500,114,63901,2763,19488,5634
2021-11-06,245955,217130,91960,125170,6059,113040,60708,52332,8529,3646,4883,96384,16656,34902,19097,686,103637,887,71,803,13,31587,5438,71247,0,8848,436,1,0,1261,173,45,7,36,4,9,2,6,0,3944,12,25543,115,64025,2766,19528,5636
2021-11-07,246119,217316,92027,125289,6034,113110,60749,52361,8531,3647,4884,96445,16665,34919,19106,686,103729,860,70,780,10,31626,5440,71277,0,8848,436,1,0,1262,173,45,7,36,4,9,2,6,0,3950,12,25559,115,64060,2766,19541,5638
2021-11-08,246282,217492,92064,125428,6019,113149,60770,52379,8535,3648,4887,96474,16675,34939,19117,686,103823,797,64,727,6,31644,5444,71295,0,8851,436,1,0,1262,173,45,7,36,4,9,2,6,0,3955,12,25569,115,64076,2767,19549,5641
2021-11-09,246952,218074,92272,125802,6076,113388,60909,52479,8545,3652,4893,96702,16686,34971,19130,687,103929,922,55,859,8,31734,5453,71409,0,8886,436,1,0,1262,173,45,7,36,4,9,2,6,0,3965,12,25617,115,64215,2770,19591,5648
2021-11-10,247576,218606,92464,126142,6145,113603,61036,52567,8558,3658,4900,96896,16707,35032,19155,688,104047,1003,59,939,5,31831,5457,71491,0,8921,436,1,0,1263,173,45,7,36,4,9,2,6,0,3982,12,25654,115,64343,2772,19624,5659
2021-11-11,248170,219169,92635,126534,6138,113811,61149,52662,8571,3667,4904,97082,16729,35090,19178,689,104147,1097,68,1025,4,31897,5464,71602,0,8948,436,1,0,1267,173,45,7,36,4,9,2,6,0,3996,12,25704,115,64449,2775,19662,5669
2021-11-12,248811,219813,92865,126948,6105,114071,61296,52775,8581,3668,4913,97263,16808,35188,19257,691,104294,1203,82,1114,7,32012,5471,71723,0,8970,436,1,0,1269,173,45,7,36,4,9,2,6,0,4014,12,25765,115,64592,2778,19700,5676
2021-11-13,249425,220333,93045,127288,6156,114294,61413,52881,8585,3670,4915,97479,16815,35210,19267,692,104409,1305,82,1218,5,32098,5475,71826,0,9002,436,1,0,1271,173,45,7,36,4,9,2,6,0,4032,12,25828,115,64708,2778,19726,5680
2021-11-14,249586,220517,93097,127420,6124,114350,61445,52905,8587,3670,4917,97517,16833,35244,19286,692,104544,1224,83,1136,5,32123,5477,71853,0,9005,436,1,0,1272,173,45,7,36,4,9,2,6,0,4036,12,25839,115,64736,2779,19739,5681
2021-11-15,249690,220630,93130,127500,6114,114384,61468,52916,8590,3672,4918,97541,16843,35277,19298,692,104707,1095,79,1008,8,32141,5480,71867,0,9007,436,1,0,1272,173,45,7,36,4,9,2,6,0,4036,12,25845,115,64753,2779,19750,5684
2021-11-16,249811,220725,93186,127539,6137,114443,61495,52948,8595,3675,4920,97583,16860,35308,19315,692,104828,1029,79,941,9,32151,5485,71912,0,9011,436,1,0,1272,173,45,7,36,4,9,2,6,0,4042,12,25852,115,64784,2780,19765,5688
2021-11-17,250468,221302,93416,127886,6179,114711,61649,53062,8606,3680,4926,97817,16894,35381,19352,694,104971,1143,93,1041,9,32247,5492,72034,0,9061,436,1,0,1272,173,45,7,36,4,9,2,6,0,4065,12,25916,116,64910,2781,19820,5697
2021-11-18,251164,221903,93649,128254,6233,114981,61809,53172,8622,3687,4935,98057,16924,35450,19387,696,105125,1248,99,1135,14,32363,5502,72152,0,9093,436,1,0,1276,175,45,7,36,4,9,2,6,0,4080,12,25971,116,65061,2786,19869,5708
2021-11-19,251871,222571,93897,128674,6229,115266,61974,53292,8633,3690,4943,98312,16954,35514,19420,696,105306,1339,105,1222,12,32488,5512,72283,0,9117,436,1,0,1281,175,45,7,36,4,9,2,6,0,4094,12,26034,116,65224,2789,19914,5716
2021-11-20,252526,223151,94119,129032,6269,115523,62125,53398,8641,3694,4947,98542,16981,35575,19449,697,105520,1375,114,1248,13,32584,5520,72396,0,9162,436,1,0,1284,175,45,7,36,4,9,2,6,0,4110,12,26100,116,65354,2791,19959,5722
2021-11-21,252709,223402,94211,129191,6179,115637,62189,53448,8643,3694,4949,98639,16998,35615,19466,697,105728,1279,112,1154,13,32638,5522,72446,0,9167,436,1,0,1289,175,45,7,36,4,9,2,6,0,4116,12,26129,116,65406,2791,19986,5724
2021-11-22,252858,223609,94285,129324,6117,115715,62236,53479,8644,3694,4950,98702,17013,35645,19482,697,105864,1221,113,1094,14,32670,5523,72489,0,9170,436,1,0,1289,175,45,7,36,4,9,2,6,0,4127,12,26137,116,65447,2791,20004,5725
2021-11-23,253636,224219,94623,129596,6255,116083,62439,53644,8657,3701,4956,99039,17044,35709,19518,697,106006,1435,122,1298,15,32820,5533,72659,0,9218,436,1,0,1289,175,45,7,36,4,9,2,6,0,4160,12,26224,116,65641,2796,20058,5733
2021-11-24,254490,224912,94884,130028,6370,116390,62611,53779,8671,3703,4968,99321,17069,35759,19543,698,106173,1564,118,1428,18,32935,5543,72791,0,9270,436,1,0,1297,178,45,7,36,4,9,2,6,0,4183,12,26293,116,65811,2800,20103,5743
2021-11-25,255219,225559,95116,130443,6401,116673,62744,53929,8686,3708,4978,99576,17097,35823,19574,700,106317,1689,121,1549,19,33042,5556,72924,0,9312,436,1,0,1298,178,45,7,36,4,9,2,6,0,4200,12,26358,116,65962,2805,20153,5753
2021-11-26,255977,226389,95451,130938,6290,117046,62946,54100,8690,3710,4980,99927,17119,35879,19600,701,106504,1871,124,1728,19,33169,5560,73124,0,9351,436,1,0,1305,178,45,7,36,4,9,2,6,0,4225,12,26437,116,66173,2806,20211,5756
2021-11-27,256606,226917,95645,131272,6355,117277,63081,54196,8703,3716,4987,100138,17139,35925,19621,701,106695,1899,113,1766,20,33281,5570,73212,0,9382,438,1,0,1305,178,45,7,36,4,9,2,6,0,4239,12,26487,116,66312,2810,20239,5765
2021-11-28,256825,227274,95765,131509,6209,117403,63158,54245,8710,3717,4993,100242,17161,35957,19643,702,106959,1753,104,1630,19,33330,5573,73285,0,9385,438,1,0,1306,178,45,7,36,4,9,2,6,0,4246,12,26517,116,66381,2812,20259,5770
2021-11-29,256970,227396,95810,131586,6225,117455,63186,54269,8716,3721,4995,100286,17169,35985,19651,702,107197,1563,89,1453,21,33346,5578,73316,0,9390,438,1,0,1306,178,45,7,36,4,9,2,6,0,4249,12,26526,116,66411,2813,20269,5775
2021-11-30,257812,228117,96127,131990,6279,117839,63397,54442,8734,3729,5005,100626,17213,36077,19707,707,107399,1728,108,1598,22,33500,5584,73511,0,9424,438,1,0,1307,180,45,7,36,4,9,2,6,0,4273,12,26618,116,66604,2819,20344,5787
2021-12-01,258597,228771,96360,132411,6340,118138,63578,54560,8746,3732,5014,100892,17246,36146,19746,709,107614,1798,113,1665,20,33609,5590,73643,0,9478,438,1,0,1311,180,45,7,36,4,9,2,6,0,4286,13,26679,116,66770,2823,20403,5794
2021-12-02,259263,229394,96584,132810,6336,118409,63724,54685,8758,3738,5020,101133,17276,36210,19779,710,107889,1784,120,1642,22,33693,5598,73787,0,9516,438,1,0,1315,180,46,7,36,4,9,2,6,0,4301,13,26737,116,66903,2826,20468,5803
2021-12-03,259945,229925,96792,133133,6426,118679,63851,54828,8766,3740,5026,101378,17301,36266,19805,710,108137,1793,121,1655,17,33789,5604,73919,0,9557,438,1,0,1316,180,46,7,36,4,9,2,6,0,4317,13,26793,116,67058,2831,20511,5806
2021-12-04,260614,230503,97021,133482,6437,118987,64015,54972,8797,3755,5042,101659,17328,36324,19833,710,108430,1775,124,1636,15,33880,5610,74089,0,9600,438,1,0,1320,180,46,7,36,4,9,2,6,0,4340,14,26853,116,67237,2843,20557,5824
2021-12-05,260833,230733,97097,133636,6421,119066,64057,55009,8804,3758,5046,101724,17342,36358,19849,711,108642,1635,111,1509,15,33919,5616,74123,0,9600,438,1,0,1326,180,46,7,36,4,9,2,6,0,4345,14,26873,116,67275,2846,20573,5828
2021-12-06,260976,230904,97150,133754,6389,119123,64080,55043,8811,3762,5049,101763,17360,36393,19870,711,108861,1466,109,1342,15,33933,5623,74163,0,9603,438,1,0,1326,180,46,7,36,4,9,2,6,0,4347,14,26884,116,67305,2848,20587,5833
2021-12-07,261636,231466,97363,134103,6472,119351,64199,55152,8817,3764,5053,101963,17388,36467,19900,712,109038,1510,113,1383,14,34031,5626,74271,0,9623,438,1,0,1328,180,46,7,36,4,9,2,6,0,4363,14,26932,116,67429,2849,20627,5838
2021-12-08,262444,232185,97644,134541,6546,119647,64361,55286,8823,3765,5058,102232,17415,36532,19930,710,109256,1582,125,1443,14,34157,5631,74426,0,9633,438,1,0,1333,180,46,7,36,4,9,2,6,0,4382,14,26998,116,67591,2850,20676,5843
2021-12-09,263106,232808,97860,134948,6535,119900,64515,55385,8850,3773,5077,102453,17447,36607,19966,713,109470,1596,131,1449,16,34259,5643,74548,0,9656,438,1,0,1339,180,46,7,36,4,9,2,6,0,4396,14,27048,116,67736,2857,20720,5863
2021-12-10,263815,233575,98122,135453,6474,120168,64650,55518,8868,3781,5087,102683,17485,36688,20005,713,109706,1612,133,1461,18,34363,5654,74686,0,9681,438,1,0,1340,182,46,7,36,4,9,2,6,0,4408,13,27107,116,67876,2859,20777,5880
2021-12-11,264409,234174,98337,135837,6462,120387,64761,55626,8888,3791,5097,102867,17520,36761,20041,714,109909,1614,131,1459,24,34442,5670,74801,0,9702,438,1,0,1344,182,46,7,36,4,9,2,6,0,4419,12,27160,116,67989,2861,20819,5899
2021-12-12,264589,234403,98395,136008,6407,120451,64796,55655,8895,3793,5102,102912,17539,36789,20062,714,110134,1447,122,1300,25,34469,5676,74830,0,9707,438,1,0,1347,182,46,7,36,4,9,2,6,0,4422,12,27170,116,68026,2862,20833,5905
2021-12-13,264772,234593,98455,136138,6390,120521,64837,55684,8902,3797,5105,102964,17557,36829,20081,714,110296,1346,120,1203,23,34490,5683,74874,0,9712,438,1,0,1347,182,46,7,36,4,9,2,6,0,4430,12,27185,116,68054,2863,20852,5911
2021-12-14,265470,235196,98689,136507,6480,120759,64972,55787,8933,3813,5120,103180,17579,36888,20109,715,110536,1318,112,1178,28,34577,5701,74987,0,9750,438,1,0,1347,184,46,7,36,4,9,2,6,0,4437,12,27238,116,68185,2873,20899,5932
2021-12-15,266182,235824,98913,136911,6549,120994,65101,55893,8960,3825,5135,103387,17607,36978,20150,718,110696,1361,108,1230,23,34683,5714,75092,0,9767,448,1,0,1354,185,46,7,36,4,9,2,6,0,4452,12,27289,116,68313,2883,20940,5949
2021-12-16,266812,236431,99169,137262,6563,121258,65246,56012,8966,3828,5138,103628,17630,37031,20174,719,110903,1407,117,1272,18,34781,5715,75222,0,9796,448,1,0,1361,186,46,7,36,4,9,2,6,0,4471,12,27345,116,68457,2887,20985,5951
2021-12-17,267294,236907,99356,137551,6563,121451,65340,56111,8974,3830,5144,103791,17660,37092,20204,721,111115,1377,122,1240,15,34860,5719,75313,0,9813,448,1,0,1367,188,46,7,36,4,9,2,6,0,4481,12,27393,116,68557,2890,21020,5956
2021-12-18,267769,237384,99541,137843,6558,121637,65450,56187,8987,3836,5151,103950,17687,37154,20235,723,111303,1361,124,1223,14,34933,5729,75402,0,9834,450,1,0,1370,188,46,7,36,4,9,2,6,0,4490,12,27434,116,68657,2894,21056,5965
2021-12-19,267953,237546,99614,137932,6571,121719,65498,56221,8990,3838,5152,104015,17704,37188,20252,724,111523,1219,114,1092,13,34957,5732,75448,0,9840,450,1,0,1376,188,46,7,36,4,9,2,6,0,4502,12,27447,116,68695,2894,21075,5968
2021-12-20,268060,237794,99674,138120,6424,121782,65530,56252,8999,3842,5157,104057,17725,37223,20274,724,111708,1085,114,961,10,34985,5741,75477,0,9844,450,1,0,1378,188,46,7,36,4,9,2,6,0,4506,12,27454,117,68731,2894,21091,5976
2021-12-21,268541,238172,99842,138330,6522,121954,65624,56330,9015,3849,5166,104207,17747,37286,20297,726,111853,1099,106,980,13,35065,5751,75546,0,9867,450,1,0,1378,188,46,7,36,4,9,2,6,0,4510,12,27493,117,68830,2898,21121,5988
2021-12-22,269017,238580,100016,138564,6583,122132,65725,56407,9033,3858,5175,104361,17771,37342,20322,726,112001,1116,103,995,18,35145,5764,75622,0,9881,450,1,0,1386,191,46,7,36,4,9,2,6,0,4518,12,27531,117,68933,2902,21150,6002
2021-12-23,269466,239006,100114,138892,6595,122225,65776,56449,9040,3862,5178,104436,17789,37389,20340,726,112128,1073,102,955,16,35203,5771,75662,0,9875,450,1,0,1386,191,47,7,36,4,9,2,6,0,4522,12,27550,117,68984,2903,21169,6008
2021-12-24,269796,239310,100201,139109,6635,122294,65815,56479,9055,3868,5187,104481,17813,37440,20368,726,112278,976,90,871,15,35252,5786,75696,0,9861,450,1,0,1386,191,47,7,36,4,9,2,6,0,4531,12,27574,117,69012,2906,21177,6020
2021-12-25,270061,239539,100306,139233,6666,122402,65875,56527,9059,3869,5190,104567,17835,37481,20392,726,112432,924,83,828,13,35298,5789,75745,0,9871,450,1,0,1388,191,48,7,36,4,9,2,6,0,4535,12,27600,117,69065,2907,21202,6023
2021-12-26,270121,239761,100375,139386,6515,122477,65911,56566,9066,3875,5191,104614,17863,37527,20421,727,112558,865,92,761,12,35349,5796,75766,0,9874,450,1,0,1388,191,48,7,36,4,9,2,6,0,4537,12,27607,117,69104,2907,21229,6030
2021-12-27,270225,239895,100424,139471,6482,122529,65940,56589,9075,3878,5197,104648,17881,37569,20440,727,112709,754,92,653,9,35373,5805,75789,0,9879,450,1,0,1388,191,48,7,36,4,9,2,6,0,4540,12,27614,117,69133,2909,21242,6037
2021-12-28,270732,240306,100571,139735,6563,122691,66031,56660,9091,3881,5210,104798,17893,37617,20454,727,112839,773,86,675,12,35420,5814,75877,0,9905,450,1,0,1389,191,48,7,36,4,9,2,6,0,4549,12,27658,117,69218,2914,21266,6048
2021-12-29,271363,240846,100768,140078,6643,122898,66138,56760,9110,3889,5221,104972,17926,37694,20492,731,112958,838,90,740,8,35513,5828,75980,0,9915,450,1,0,1389,196,49,7,36,4,9,2,6,0,4559,12,27703,117,69334,2921,21302,6060
2021-12-30,272015,241494,101026,140468,6623,123169,66293,56876,9137,3898,5239,105224,17945,37739,20523,740,113041,1003,89,902,12,35606,5836,76122,0,9941,450,1,0,1399,196,49,7,36,4,9,2,6,0,4578,13,27779,119,69486,2929,21326,6076
2021-12-31,272678,242138,101287,140851,6631,123441,66450,56991,9161,3911,5250,105465,17976,37800,20554,740,113156,1142,88,1036,18,35709,5858,76256,0,9966,450,1,0,1409,196,49,7,36,4,9,2,6,0,4589,13,27842,119,69648,2935,21362,6094
2022-01-01,273205,242677,101476,141201,6605,123642,66580,57062,9169,3913,5256,105655,17987,37830,20565,740,113267,1223,87,1119,17,35785,5866,76355,0,9989,450,1,0,1412,196,49,7,36,4,9,2,6,0,4598,13,27897,119,69757,2935,21390,6102
2022-01-02,273281,242807,101541,141266,6545,123710,66612,57098,9170,3913,5257,105714,17996,37853,20575,740,113366,1186,84,1090,12,35793,5867,76391,0,10009,450,1,0,1416,196,49,7,36,4,9,2,6,0,4600,13,27904,119,69802,2935,21404,6103
2022-01-03,273559,243069,101665,141404,6556,123839,66688,57151,9172,3914,5258,105833,18006,37878,20585,740,113516,1164,68,1083,13,35835,5869,76459,0,10027,450,1,0,1416,196,49,7,37,4,9,2,6,0,4610,13,27936,119,69865,2935,21428,6105
2022-01-04,274357,243766,101998,141768,6642,124188,66892,57296,9183,3917,5266,106159,18029,37946,20611,740,113604,1414,74,1327,13,36010,5875,76593,0,10066,450,1,0,1417,200,49,7,37,4,9,2,6,0,4620,13,28033,119,70067,2939,21468,6112
2022-01-05,275509,244815,102611,142204,6719,124827,67291,57536,9194,3921,5273,106775,18052,38014,20639,742,113719,1926,82,1832,12,36322,5885,76856,0,10118,450,1,0,1429,200,49,7,37,4,9,2,6,0,4643,13,28210,119,70447,2940,21527,6122
2022-01-06,276777,246004,103284,142720,6775,125523,67715,57808,9202,3925,5277,107453,18070,38066,20659,742,113830,2504,88,2403,13,36641,5890,77144,0,10187,450,1,0,1448,201,50,7,37,4,9,2,6,0,4664,13,28409,119,70867,2943,21583,6127
2022-01-07,278175,247286,103933,143353,6872,126191,68118,58073,9204,3927,5277,108081,18110,38128,20701,742,113990,3007,102,2895,10,36995,5892,77395,0,10236,451,1,0,1461,201,51,7,37,4,9,2,6,0,4689,13,28618,119,71257,2944,21627,6128
2022-01-08,279538,248623,104666,143957,6868,126953,68565,58388,9218,3930,5288,108828,18125,38167,20729,747,114181,3569,96,3458,15,37332,5900,77744,0,10291,451,1,0,1481,201,52,7,37,4,9,2,6,0,4707,13,28858,119,71710,2950,21678,6136
2022-01-09,280300,249335,104966,144369,6912,127259,68736,58523,9220,3932,5288,109117,18142,38212,20748,748,114406,3644,105,3528,11,37446,5902,77871,0,10353,451,1,0,1483,201,53,7,37,4,9,2,6,0,4720,13,28936,119,71894,2951,21709,6137
2022-01-10,280862,249939,105298,144641,6858,127603,68941,58662,9225,3935,5290,109441,18162,38258,20769,749,114671,3717,106,3601,10,37551,5907,78071,0,10363,451,1,0,1511,201,53,7,38,4,9,2,6,0,4736,13,29031,119,72098,2951,21738,6142
2022-01-11,282579,251710,106269,145441,6782,128596,69531,59065,9234,3938,5296,110400,18196,38337,20803,749,114932,4437,119,4311,7,38003,5911,78549,0,10424,451,1,0,1513,201,53,7,38,4,9,2,6,0,4759,13,29289,119,72724,2954,21824,6148
2022-01-12,284653,253639,107431,146208,6899,129783,70241,59542,9244,3940,5304,111557,18226,38396,20838,752,115156,5393,130,5253,10,38609,5916,79060,0,10475,451,1,0,1532,203,53,7,38,4,9,2,6,0,4773,13,29634,119,73461,2959,21915,6153
2022-01-13,286562,255538,108544,146994,6885,130916,70898,60018,9253,3946,5307,112642,18274,38497,20887,753,115457,6217,166,6040,11,39272,5918,79436,0,10537,452,1,0,1561,203,53,7,38,4,12,2,6,0,4797,14,29936,119,74189,2959,21994,6161
2022-01-14,288518,257551,109829,147722,6786,132229,71695,60534,9266,3948,5318,113929,18300,38554,20915,753,115917,7058,165,6881,12,39989,5926,79940,0,10602,455,1,0,1588,203,53,7,38,4,12,2,6,0,4827,14,30292,119,75018,2961,22092,6172
2022-01-15,290301,259304,111015,148289,6801,133430,72425,61005,9290,3962,5328,115096,18334,38636,20954,757,116598,7557,179,7363,15,40684,5935,80352,0,10670,463,1,0,1614,207,53,7,38,4,12,2,6,0,4862,14,30639,119,75754,2969,22175,6188
2022-01-16,290989,260017,111459,148558,6768,133879,72693,61186,9294,3963,5331,115526,18353,38683,20974,757,117266,7335,182,7137,16,40888,5938,80569,0,10683,463,1,0,1629,207,53,7,38,4,12,2,6,0,4876,14,30772,119,76021,2970,22210,6191
2022-01-17,291556,260672,111794,148878,6669,134224,72912,61312,9301,3967,5334,115843,18381,38738,21003,757,118212,6727,177,6534,16,41032,5944,80765,0,10688,463,1,0,1629,207,53,7,38,4,12,2,6,0,4885,14,30862,119,76228,2971,22249,6197
2022-01-18,293208,262130,112883,149247,6799,135377,73604,61773,9307,3968,5339,116966,18411,38807,21033,757,119055,7031,192,6823,16,41628,5946,81260,0,10748,463,1,0,1631,208,53,7,38,4,12,2,6,0,4924,15,31186,119,76924,2972,22343,6201
2022-01-19,294668,263536,113950,149586,6829,136469,74285,62184,9325,3975,5350,118012,18457,38903,21081,759,119909,7257,191,7044,22,42193,5957,81662,0,10847,463,1,0,1654,210,56,7,38,4,12,2,6,0,4967,15,31466,119,77604,2981,22432,6210
2022-01-20,296364,265167,115202,149965,6835,137780,75095,62685,9336,3981,5355,119279,18501,38990,21130,760,120792,7675,209,7443,23,42872,5963,82163,0,10959,463,1,0,1673,210,56,7,38,4,12,2,6,0,5008,15,31798,119,78437,2985,22537,6217
2022-01-21,297971,266654,116349,150305,6849,139038,75861,63177,9358,3990,5368,120476,18562,39102,21194,760,121743,7959,235,7702,22,43496,5979,82643,0,11080,463,1,0,1706,210,56,7,38,4,12,2,6,0,5047,15,32132,119,79212,2991,22647,6233
2022-01-22,299433,268038,117431,150607,6838,140209,76562,63647,9380,4000,5380,121601,18608,39194,21246,760,122994,7866,236,7599,31,44107,5991,83108,0,11150,463,1,0,1729,215,58,7,38,4,12,2,6,0,5078,15,32438,119,79942,2994,22751,6252
2022-01-23,300092,268741,117895,150846,6767,140700,76848,63852,9387,4003,5384,122062,18638,39251,21277,760,124162,7183,234,6917,32,44403,5998,83253,0,11195,463,1,0,1734,215,58,7,38,4,12,2,6,0,5096,15,32558,119,80241,2996,22805,6257
2022-01-24,300447,269166,118176,150990,6681,140997,77032,63965,9394,4007,5387,122324,18673,39309,21313,760,125433,6198,217,5953,28,44566,6005,83374,0,11208,463,1,0,1734,215,58,7,38,4,12,2,6,0,5112,15,32627,119,80411,2998,22847,6262
2022-01-25,301856,270368,119127,151241,6828,142006,77622,64384,9408,4014,5394,123293,18713,39387,21356,759,126365,6261,233,6000,28,45122,6017,83771,0,11256,463,1,0,1741,215,58,7,38,4,12,2,7,0,5140,15,32868,119,81055,3000,22943,6274
2022-01-26,303608,272000,120388,151612,6867,143348,78411,64937,9416,4016,5400,124589,18759,39485,21403,761,127320,6637,248,6364,25,45794,6024,84265,0,11399,463,1,0,1774,215,58,7,38,4,12,2,7,0,5182,15,33188,119,81908,3003,23070,6279
2022-01-27,304893,273193,121260,151933,6885,144294,78968,65326,9438,4021,5417,125473,18821,39604,21468,763,128164,6722,276,6416,30,46184,6037,84679,0,11527,463,1,0,1788,218,58,7,38,4,12,2,7,0,5218,16,33404,119,82497,3010,23175,6293
2022-01-28,306155,274386,122151,152235,6876,145262,79547,65715,9458,4032,5426,126393,18869,39689,21522,763,129105,6731,269,6430,32,46711,6057,85025,0,11609,463,1,0,1801,218,58,7,38,4,12,2,7,0,5246,16,33630,119,83101,3012,23285,6311
2022-01-29,307413,275641,123103,152538,6825,146266,80144,66122,9490,4049,5441,127337,18929,39804,21584,766,130157,6661,279,6340,42,47243,6084,85385,0,11691,463,1,0,1830,218,58,7,39,4,12,2,7,0,5289,16,33878,119,83688,3019,23411,6336
2022-01-30,307668,275989,123314,152675,6704,146505,80286,66219,9495,4050,5445,127552,18953,39853,21608,766,131109,5944,272,5629,43,47291,6089,85523,0,11739,463,1,0,1835,218,58,7,39,4,12,2,7,0,5308,16,33925,119,83812,3019,23460,6341
2022-01-31,307887,276237,123430,152807,6662,146634,80356,66278,9504,4053,5451,127645,18989,39913,21644,767,132164,5007,257,4709,41,47349,6098,85583,0,11747,463,1,0,1838,218,58,7,39,4,12,2,7,0,5313,16,33946,119,83879,3022,23496,6347
2022-02-01,309213,277408,124398,153010,6763,147655,80951,66704,9536,4065,5471,128626,19029,40010,21689,766,133218,4944,241,4660,43,47931,6120,85944,0,11816,463,1,0,1847,218,58,7,39,4,12,2,7,0,5359,16,34194,119,84500,3031,23602,6370
2022-02-02,310504,278613,125333,153280,6805,148634,81544,67090,9558,4079,5479,129555,19079,40103,21740,767,134090,5024,248,4738,38,48507,6132,86248,0,11895,463,1,0,1867,223,58,7,39,4,12,2,7,0,5402,16,34411,119,85112,3035,23709,6388
2022-02-03,311871,279934,126349,153585,6784,149694,82208,67486,9575,4088,5487,130557,19137,40206,21799,768,135262,4893,262,4595,36,49194,6148,86488,0,12018,463,1,0,1877,223,58,7,39,4,12,2,7,0,5450,16,34658,119,85761,3035,23825,6405
2022-02-04,313208,281233,127297,153936,6781,150682,82796,67886,9616,4106,5510,131491,19191,40316,21860,770,136104,5006,268,4694,44,49779,6171,86743,0,12142,463,1,0,1899,223,58,7,40,4,12,2,8,0,5491,16,34882,120,86375,3047,23934,6433
2022-02-05,314306,282298,128167,154131,6775,151576,83327,68249,9636,4114,5522,132348,19228,40388,21898,772,137151,4832,261,4528,43,50352,6185,86965,0,12223,463,1,0,1916,223,59,7,40,4,12,2,8,0,5531,16,35105,121,86916,3050,24024,6449
2022-02-06,314540,282611,128377,154234,6691,151792,83441,68351,9644,4117,5527,132540,19252,40431,21923,772,137754,4434,248,4146,40,50486,6193,87024,0,12243,463,1,0,1919,223,59,7,40,4,12,2,8,0,5556,16,35159,121,87019,3052,24058,6455
2022-02-07,314897,282997,128693,154304,6649,152123,83621,68502,9657,4122,5535,132844,19279,40484,21959,772,138581,3921,227,3658,36,50748,6206,87074,0,12262,463,1,0,1919,223,59,7,40,4,12,2,8,0,5571,16,35234,121,87213,3053,24105,6467
2022-02-08,315096,283159,128797,154362,6667,152246,83693,68553,9662,4124,5538,132957,19289,40509,21969,772,139162,3450,196,3226,28,50771,6211,87162,0,12274,463,1,0,1919,223,59,7,40,4,12,2,8,0,5583,16,35253,121,87284,3054,24126,6471
2022-02-09,316095,284029,129475,154554,6743,152974,84136,68838,9696,4136,5560,133650,19324,40595,22007,772,139889,3423,183,3206,34,51179,6239,87374,0,12369,463,1,0,1932,223,59,7,40,4,12,2,8,0,5613,16,35421,121,87737,3058,24203,6501
2022-02-10,317298,285157,130299,154858,6782,153833,84659,69174,9727,4151,5576,134464,19369,40688,22054,773,140715,3424,181,3210,33,51769,6258,87535,0,12441,463,1,0,1967,227,60,7,40,4,12,2,8,0,5644,17,35621,121,88274,3060,24294,6529
2022-02-11,318437,286244,131220,155024,6791,154796,85220,69576,9746,4158,5588,135389,19407,40757,22094,774,141682,3403,179,3189,35,52502,6272,87674,0,12505,463,1,0,1993,227,60,7,41,4,12,2,8,0,5687,17,35884,121,88836,3063,24389,6545
2022-02-12,319342,287147,131886,155261,6764,155491,85624,69867,9770,4172,5598,136063,19428,40793,22117,774,142530,3234,162,3029,43,53020,6287,87788,0,12534,463,1,0,2027,228,60,7,41,4,12,2,8,0,5711,17,36044,121,89274,3070,24462,6562
2022-02-13,319686,287529,132054,155475,6718,155663,85733,69930,9780,4175,5605,136202,19461,40846,22150,775,143058,2863,166,2659,38,53111,6295,87860,0,12541,463,1,0,2029,228,60,7,41,4,12,2,8,0,5720,17,36081,121,89367,3072,24495,6570
2022-02-14,320086,287963,132277,155686,6686,155883,85849,70034,9788,4178,5610,136406,19477,40871,22166,775,143795,2337,153,2147,37,53271,6303,87902,0,12559,463,1,0,2029,228,60,7,41,4,12,2,8,0,5733,17,36118,121,89505,3073,24527,6577
